product,financial_year,calendar_year,month_number,month_name,consumption_metric_tonnes
FO & LSHS,2016-17,2016,6,JUN,634
FO & LSHS,2016-17,2016,7,JUL,596
FO & LSHS,2016-17,2016,8,AUG,582
FO & LSHS,2016-17,2016,9,SEP,634
FO & LSHS,2016-17,2016,10,OCT,610
FO & LSHS,2016-17,2016,11,NOV,565
FO & LSHS,2016-17,2016,12,DEC,611
FO & LSHS,2016-17,2017,1,JAN,542
FO & LSHS,2016-17,2017,2,FEB,526
FO & LSHS,2016-17,2017,3,MAR,556
Bitumen,2016-17,2016,4,APR,678
Bitumen,2016-17,2016,5,MAY,684
Bitumen,2016-17,2016,6,JUN,510
Bitumen,2016-17,2016,7,JUL,227
Bitumen,2016-17,2016,8,AUG,211
Bitumen,2016-17,2016,9,SEP,267
Bitumen,2016-17,2016,10,OCT,457
Bitumen,2016-17,2016,11,NOV,530
Bitumen,2016-17,2016,12,DEC,572
Bitumen,2016-17,2017,1,JAN,509
Bitumen,2016-17,2017,2,FEB,571
Bitumen,2016-17,2017,3,MAR,720
Petroleum coke,2016-17,2016,4,APR,1684
Petroleum coke,2016-17,2016,5,MAY,1931
Petroleum coke,2016-17,2016,6,JUN,2412
Petroleum coke,2016-17,2016,7,JUL,2173
Petroleum coke,2016-17,2016,8,AUG,2779
Petroleum coke,2016-17,2016,9,SEP,1978
Petroleum coke,2016-17,2016,10,OCT,1902
Petroleum coke,2016-17,2016,11,NOV,1729
Petroleum coke,2016-17,2016,12,DEC,1649
Petroleum coke,2016-17,2017,1,JAN,1815
Petroleum coke,2016-17,2017,2,FEB,1725
Petroleum coke,2016-17,2017,3,MAR,2186
Others,2016-17,2016,4,APR,493
Others,2016-17,2016,5,MAY,523
Others,2016-17,2016,6,JUN,564
Others,2016-17,2016,7,JUL,596
Others,2016-17,2016,8,AUG,562
Others,2016-17,2016,9,SEP,565
Others,2016-17,2016,10,OCT,563
Others,2016-17,2016,11,NOV,525
Others,2016-17,2016,12,DEC,459
Others,2016-17,2017,1,JAN,574
Others,2016-17,2017,2,FEB,519
Others,2016-17,2017,3,MAR,651
LPG,2017-18,2017,4,APR,1657
LPG,2017-18,2017,5,MAY,1790
LPG,2017-18,2017,6,JUN,1885
LPG,2017-18,2017,7,JUL,1927
LPG,2017-18,2017,8,AUG,2049
LPG,2017-18,2017,9,SEP,1934
LPG,2017-18,2017,10,OCT,1970
LPG,2017-18,2017,11,NOV,1998
LPG,2017-18,2017,12,DEC,2051
LPG,2017-18,2018,1,JAN,2082
LPG,2017-18,2018,2,FEB,1940
LPG,2017-18,2018,3,MAR,2059
Naphtha,2017-18,2017,4,APR,1000
Naphtha,2017-18,2017,5,MAY,1006
Naphtha,2017-18,2017,6,JUN,967
Naphtha,2017-18,2017,7,JUL,732
Naphtha,2017-18,2017,8,AUG,1126
Naphtha,2017-18,2017,9,SEP,1171
Naphtha,2017-18,2017,10,OCT,1176
Naphtha,2017-18,2017,11,NOV,1100
Naphtha,2017-18,2017,12,DEC,1107
Naphtha,2017-18,2018,1,JAN,1274
Naphtha,2017-18,2018,2,FEB,1026
Naphtha,2017-18,2018,3,MAR,1204
MS,2017-18,2017,4,APR,2090
MS,2017-18,2017,5,MAY,2409
MS,2017-18,2017,6,JUN,2071
MS,2017-18,2017,7,JUL,2146
MS,2017-18,2017,8,AUG,2191
MS,2017-18,2017,9,SEP,2143
MS,2017-18,2017,10,OCT,2228
MS,2017-18,2017,11,NOV,2132
MS,2017-18,2017,12,DEC,2177
MS,2017-18,2018,1,JAN,2096
MS,2017-18,2018,2,FEB,2088
MS,2017-18,2018,3,MAR,2404
ATF,2017-18,2017,4,APR,610
ATF,2017-18,2017,5,MAY,627
ATF,2017-18,2017,6,JUN,600
ATF,2017-18,2017,7,JUL,611
ATF,2017-18,2017,8,AUG,613
ATF,2017-18,2017,9,SEP,614
ATF,2017-18,2017,10,OCT,632
ATF,2017-18,2017,11,NOV,650
ATF,2017-18,2017,12,DEC,661
ATF,2017-18,2018,1,JAN,708
ATF,2017-18,2018,2,FEB,615
ATF,2017-18,2018,3,MAR,691
SKO,2017-18,2017,4,APR,331
SKO,2017-18,2017,5,MAY,353
SKO,2017-18,2017,6,JUN,357
SKO,2017-18,2017,7,JUL,317
SKO,2017-18,2017,8,AUG,292
SKO,2017-18,2017,9,SEP,333
SKO,2017-18,2017,10,OCT,311
SKO,2017-18,2017,11,NOV,314
SKO,2017-18,2017,12,DEC,325
SKO,2017-18,2018,1,JAN,318
SKO,2017-18,2018,2,FEB,309
SKO,2017-18,2018,3,MAR,283
HSD,2017-18,2017,4,APR,6971
HSD,2017-18,2017,5,MAY,7527
HSD,2017-18,2017,6,JUN,6800
HSD,2017-18,2017,7,JUL,6302
HSD,2017-18,2017,8,AUG,5919
HSD,2017-18,2017,9,SEP,6075
HSD,2017-18,2017,10,OCT,6547
HSD,2017-18,2017,11,NOV,7270
HSD,2017-18,2017,12,DEC,7120
HSD,2017-18,2018,1,JAN,6653
HSD,2017-18,2018,2,FEB,6540
HSD,2017-18,2018,3,MAR,7349
LDO,2017-18,2017,4,APR,39
LDO,2017-18,2017,5,MAY,32
LDO,2017-18,2017,6,JUN,35
LDO,2017-18,2017,7,JUL,38
LDO,2017-18,2017,8,AUG,37
LDO,2017-18,2017,9,SEP,43
LDO,2017-18,2017,10,OCT,31
LDO,2017-18,2017,11,NOV,53
LDO,2017-18,2017,12,DEC,63
LDO,2017-18,2018,1,JAN,55
LDO,2017-18,2018,2,FEB,47
LDO,2017-18,2018,3,MAR,51
Lubricants & Greases,2017-18,2017,4,APR,284
Lubricants & Greases,2017-18,2017,5,MAY,271
Lubricants & Greases,2017-18,2017,6,JUN,276
Lubricants & Greases,2017-18,2017,7,JUL,265
Lubricants & Greases,2017-18,2017,8,AUG,251
Lubricants & Greases,2017-18,2017,9,SEP,325
Lubricants & Greases,2017-18,2017,10,OCT,345
Lubricants & Greases,2017-18,2017,11,NOV,348
Lubricants & Greases,2017-18,2017,12,DEC,345
Lubricants & Greases,2017-18,2018,1,JAN,349
Lubricants & Greases,2017-18,2018,2,FEB,405
Lubricants & Greases,2017-18,2018,3,MAR,421
FO & LSHS,2017-18,2017,4,APR,603
FO & LSHS,2017-18,2017,5,MAY,677
FO & LSHS,2017-18,2017,6,JUN,522
FO & LSHS,2017-18,2017,7,JUL,565
FO & LSHS,2017-18,2017,8,AUG,521
FO & LSHS,2017-18,2017,9,SEP,559
FO & LSHS,2017-18,2017,10,OCT,558
FO & LSHS,2017-18,2017,11,NOV,538
FO & LSHS,2017-18,2017,12,DEC,542
FO & LSHS,2017-18,2018,1,JAN,584
FO & LSHS,2017-18,2018,2,FEB,508
FO & LSHS,2017-18,2018,3,MAR,544
Bitumen,2017-18,2017,4,APR,573
Bitumen,2017-18,2017,5,MAY,686
Bitumen,2017-18,2017,6,JUN,451
Bitumen,2017-18,2017,7,JUL,207
Bitumen,2017-18,2017,8,AUG,212
Bitumen,2017-18,2017,9,SEP,275
Bitumen,2017-18,2017,10,OCT,396
Bitumen,2017-18,2017,11,NOV,612
Bitumen,2017-18,2017,12,DEC,627
Bitumen,2017-18,2018,1,JAN,570
Bitumen,2017-18,2018,2,FEB,677
Bitumen,2017-18,2018,3,MAR,799
Petroleum coke,2017-18,2017,4,APR,2326
Petroleum coke,2017-18,2017,5,MAY,2234
Petroleum coke,2017-18,2017,6,JUN,1892
Petroleum coke,2017-18,2017,7,JUL,2211
Petroleum coke,2017-18,2017,8,AUG,2746
Petroleum coke,2017-18,2017,9,SEP,2227
Petroleum coke,2017-18,2017,10,OCT,2300
Petroleum coke,2017-18,2017,11,NOV,1899
Petroleum coke,2017-18,2017,12,DEC,2221
Petroleum coke,2017-18,2018,1,JAN,1796
Petroleum coke,2017-18,2018,2,FEB,1866
Petroleum coke,2017-18,2018,3,MAR,1937
Others,2017-18,2017,4,APR,581
Others,2017-18,2017,5,MAY,593
Others,2017-18,2017,6,JUN,649
Others,2017-18,2017,7,JUL,668
Others,2017-18,2017,8,AUG,639
Others,2017-18,2017,9,SEP,653
Others,2017-18,2017,10,OCT,808
Others,2017-18,2017,11,NOV,669
Others,2017-18,2017,12,DEC,692
Others,2017-18,2018,1,JAN,747
Others,2017-18,2018,2,FEB,755
Others,2017-18,2018,3,MAR,885
LPG,2018-19,2018,4,APR,1864
LPG,2018-19,2018,5,MAY,2050
LPG,2018-19,2018,6,JUN,1930
LPG,2018-19,2018,7,JUL,2033
LPG,2018-19,2018,8,AUG,2120
LPG,2018-19,2018,9,SEP,2060
LPG,2018-19,2018,10,OCT,2064
LPG,2018-19,2018,11,NOV,1841
LPG,2018-19,2018,12,DEC,2165
LPG,2018-19,2019,1,JAN,2309
LPG,2018-19,2019,2,FEB,2210
LPG,2018-19,2019,3,MAR,2262
Naphtha,2018-19,2018,4,APR,1163
Naphtha,2018-19,2018,5,MAY,975
Naphtha,2018-19,2018,6,JUN,1094
Naphtha,2018-19,2018,7,JUL,1301
Naphtha,2018-19,2018,8,AUG,1108
Naphtha,2018-19,2018,9,SEP,1139
Naphtha,2018-19,2018,10,OCT,1340
Naphtha,2018-19,2018,11,NOV,1223
Naphtha,2018-19,2018,12,DEC,1300
Naphtha,2018-19,2019,1,JAN,1092
Naphtha,2018-19,2019,2,FEB,1199
Naphtha,2018-19,2019,3,MAR,1198
MS,2018-19,2018,4,APR,2284
MS,2018-19,2018,5,MAY,2457
MS,2018-19,2018,6,JUN,2379
MS,2018-19,2018,7,JUL,2316
MS,2018-19,2018,8,AUG,2363
MS,2018-19,2018,9,SEP,2233
MS,2018-19,2018,10,OCT,2332
MS,2018-19,2018,11,NOV,2319
MS,2018-19,2018,12,DEC,2395
MS,2018-19,2019,1,JAN,2374
MS,2018-19,2019,2,FEB,2257
MS,2018-19,2019,3,MAR,2578
ATF,2018-19,2018,4,APR,709
ATF,2018-19,2018,5,MAY,681
ATF,2018-19,2018,6,JUN,670
ATF,2018-19,2018,7,JUL,680
ATF,2018-19,2018,8,AUG,686
ATF,2018-19,2018,9,SEP,677
ATF,2018-19,2018,10,OCT,706
ATF,2018-19,2018,11,NOV,678
ATF,2018-19,2018,12,DEC,720
ATF,2018-19,2019,1,JAN,722
ATF,2018-19,2019,2,FEB,656
ATF,2018-19,2019,3,MAR,716
SKO,2018-19,2018,4,APR,307
SKO,2018-19,2018,5,MAY,283
SKO,2018-19,2018,6,JUN,314
SKO,2018-19,2018,7,JUL,292
SKO,2018-19,2018,8,AUG,305
SKO,2018-19,2018,9,SEP,283
SKO,2018-19,2018,10,OCT,289
SKO,2018-19,2018,11,NOV,278
SKO,2018-19,2018,12,DEC,280
SKO,2018-19,2019,1,JAN,266
SKO,2018-19,2019,2,FEB,272
SKO,2018-19,2019,3,MAR,291
HSD,2018-19,2018,4,APR,7173
HSD,2018-19,2018,5,MAY,7567
HSD,2018-19,2018,6,JUN,7342
HSD,2018-19,2018,7,JUL,6610
HSD,2018-19,2018,8,AUG,6187
HSD,2018-19,2018,9,SEP,6027
HSD,2018-19,2018,10,OCT,7024
HSD,2018-19,2018,11,NOV,6941
HSD,2018-19,2018,12,DEC,7389
HSD,2018-19,2019,1,JAN,7072
HSD,2018-19,2019,2,FEB,6737
HSD,2018-19,2019,3,MAR,7459
LDO,2018-19,2018,4,APR,56
LDO,2018-19,2018,5,MAY,43
LDO,2018-19,2018,6,JUN,44
LDO,2018-19,2018,7,JUL,44
LDO,2018-19,2018,8,AUG,47
LDO,2018-19,2018,9,SEP,45
LDO,2018-19,2018,10,OCT,49
LDO,2018-19,2018,11,NOV,48
LDO,2018-19,2018,12,DEC,52
LDO,2018-19,2019,1,JAN,65
LDO,2018-19,2019,2,FEB,60
LDO,2018-19,2019,3,MAR,46
Lubricants & Greases,2018-19,2018,4,APR,194
Lubricants & Greases,2018-19,2018,5,MAY,289
Lubricants & Greases,2018-19,2018,6,JUN,335
Lubricants & Greases,2018-19,2018,7,JUL,270
Lubricants & Greases,2018-19,2018,8,AUG,312
Lubricants & Greases,2018-19,2018,9,SEP,274
Lubricants & Greases,2018-19,2018,10,OCT,351
Lubricants & Greases,2018-19,2018,11,NOV,303
Lubricants & Greases,2018-19,2018,12,DEC,301
Lubricants & Greases,2018-19,2019,1,JAN,292
Lubricants & Greases,2018-19,2019,2,FEB,294
Lubricants & Greases,2018-19,2019,3,MAR,455
FO & LSHS,2018-19,2018,4,APR,556
FO & LSHS,2018-19,2018,5,MAY,523
FO & LSHS,2018-19,2018,6,JUN,552
FO & LSHS,2018-19,2018,7,JUL,509
FO & LSHS,2018-19,2018,8,AUG,595
FO & LSHS,2018-19,2018,9,SEP,546
FO & LSHS,2018-19,2018,10,OCT,555
FO & LSHS,2018-19,2018,11,NOV,491
FO & LSHS,2018-19,2018,12,DEC,621
FO & LSHS,2018-19,2019,1,JAN,548
FO & LSHS,2018-19,2019,2,FEB,530
FO & LSHS,2018-19,2019,3,MAR,538
Bitumen,2018-19,2018,4,APR,692
Bitumen,2018-19,2018,5,MAY,721
Bitumen,2018-19,2018,6,JUN,558
Bitumen,2018-19,2018,7,JUL,286
Bitumen,2018-19,2018,8,AUG,210
Bitumen,2018-19,2018,9,SEP,370
Bitumen,2018-19,2018,10,OCT,543
Bitumen,2018-19,2018,11,NOV,495
Bitumen,2018-19,2018,12,DEC,619
Bitumen,2018-19,2019,1,JAN,662
Bitumen,2018-19,2019,2,FEB,661
Bitumen,2018-19,2019,3,MAR,890
Petroleum coke,2018-19,2018,4,APR,1924
Petroleum coke,2018-19,2018,5,MAY,2097
Petroleum coke,2018-19,2018,6,JUN,1899
Petroleum coke,2018-19,2018,7,JUL,1764
Petroleum coke,2018-19,2018,8,AUG,1721
Petroleum coke,2018-19,2018,9,SEP,1469
Petroleum coke,2018-19,2018,10,OCT,1371
Petroleum coke,2018-19,2018,11,NOV,1397
Petroleum coke,2018-19,2018,12,DEC,1922
Petroleum coke,2018-19,2019,1,JAN,2007
Petroleum coke,2018-19,2019,2,FEB,1614
Petroleum coke,2018-19,2019,3,MAR,2160
Others,2018-19,2018,4,APR,830
Others,2018-19,2018,5,MAY,938
Others,2018-19,2018,6,JUN,960
Others,2018-19,2018,7,JUL,988
Others,2018-19,2018,8,AUG,974
Others,2018-19,2018,9,SEP,944
Others,2018-19,2018,10,OCT,1040
Others,2018-19,2018,11,NOV,970
Others,2018-19,2018,12,DEC,1046
Others,2018-19,2019,1,JAN,1110
Others,2018-19,2019,2,FEB,953
Others,2018-19,2019,3,MAR,972
LPG,2019-20,2019,4,APR,1900
LPG,2019-20,2019,5,MAY,2054
LPG,2019-20,2019,6,JUN,1793
LPG,2019-20,2019,7,JUL,2219
LPG,2019-20,2019,8,AUG,2402
LPG,2019-20,2019,9,SEP,2164
LPG,2019-20,2019,10,OCT,2348
LPG,2019-20,2019,11,NOV,2261
LPG,2019-20,2019,12,DEC,2354
LPG,2019-20,2020,1,JAN,2435
LPG,2019-20,2020,2,FEB,2106
LPG,2019-20,2020,3,MAR,2293
Naphtha,2019-20,2019,4,APR,966
Naphtha,2019-20,2019,5,MAY,786
Naphtha,2019-20,2019,6,JUN,983
Naphtha,2019-20,2019,7,JUL,1465
Naphtha,2019-20,2019,8,AUG,1367
Naphtha,2019-20,2019,9,SEP,1102
Naphtha,2019-20,2019,10,OCT,1128
Naphtha,2019-20,2019,11,NOV,1248
Naphtha,2019-20,2019,12,DEC,1272
Naphtha,2019-20,2020,1,JAN,1419
Naphtha,2019-20,2020,2,FEB,1219
Naphtha,2019-20,2020,3,MAR,1312
MS,2019-20,2019,4,APR,2459
MS,2019-20,2019,5,MAY,2737
MS,2019-20,2019,6,JUN,2639
MS,2019-20,2019,7,JUL,2523
MS,2019-20,2019,8,AUG,2575
MS,2019-20,2019,9,SEP,2372
MS,2019-20,2019,10,OCT,2539
MS,2019-20,2019,11,NOV,2535
MS,2019-20,2019,12,DEC,2473
MS,2019-20,2020,1,JAN,2456
MS,2019-20,2020,2,FEB,2511
MS,2019-20,2020,3,MAR,2156
ATF,2019-20,2019,4,APR,646
ATF,2019-20,2019,5,MAY,680
ATF,2019-20,2019,6,JUN,650
ATF,2019-20,2019,7,JUL,658
ATF,2019-20,2019,8,AUG,666
ATF,2019-20,2019,9,SEP,653
ATF,2019-20,2019,10,OCT,697
ATF,2019-20,2019,11,NOV,709
ATF,2019-20,2019,12,DEC,729
ATF,2019-20,2020,1,JAN,739
ATF,2019-20,2020,2,FEB,689
ATF,2019-20,2020,3,MAR,483
SKO,2019-20,2019,4,APR,254
SKO,2019-20,2019,5,MAY,268
SKO,2019-20,2019,6,JUN,260
SKO,2019-20,2019,7,JUL,195
SKO,2019-20,2019,8,AUG,231
SKO,2019-20,2019,9,SEP,176
SKO,2019-20,2019,10,OCT,170
SKO,2019-20,2019,11,NOV,188
SKO,2019-20,2019,12,DEC,153
SKO,2019-20,2020,1,JAN,164
SKO,2019-20,2020,2,FEB,185
SKO,2019-20,2020,3,MAR,152
HSD,2019-20,2019,4,APR,7324
HSD,2019-20,2019,5,MAY,7789
HSD,2019-20,2019,6,JUN,7452
HSD,2019-20,2019,7,JUL,6842
HSD,2019-20,2019,8,AUG,6117
HSD,2019-20,2019,9,SEP,5838
HSD,2019-20,2019,10,OCT,6510
HSD,2019-20,2019,11,NOV,7566
HSD,2019-20,2019,12,DEC,7387
HSD,2019-20,2020,1,JAN,6956
HSD,2019-20,2020,2,FEB,7162
HSD,2019-20,2020,3,MAR,5660
LDO,2019-20,2019,4,APR,45
LDO,2019-20,2019,5,MAY,49
LDO,2019-20,2019,6,JUN,53
LDO,2019-20,2019,7,JUL,52
LDO,2019-20,2019,8,AUG,63
LDO,2019-20,2019,9,SEP,60
LDO,2019-20,2019,10,OCT,48
LDO,2019-20,2019,11,NOV,51
LDO,2019-20,2019,12,DEC,46
LDO,2019-20,2020,1,JAN,57
LDO,2019-20,2020,2,FEB,54
LDO,2019-20,2020,3,MAR,49
Lubricants & Greases,2019-20,2019,4,APR,265
Lubricants & Greases,2019-20,2019,5,MAY,363
Lubricants & Greases,2019-20,2019,6,JUN,301
Lubricants & Greases,2019-20,2019,7,JUL,345
Lubricants & Greases,2019-20,2019,8,AUG,310
Lubricants & Greases,2019-20,2019,9,SEP,311
Lubricants & Greases,2019-20,2019,10,OCT,326
Lubricants & Greases,2019-20,2019,11,NOV,335
Lubricants & Greases,2019-20,2019,12,DEC,307
Lubricants & Greases,2019-20,2020,1,JAN,374
Lubricants & Greases,2019-20,2020,2,FEB,321
Lubricants & Greases,2019-20,2020,3,MAR,276
FO & LSHS,2019-20,2019,4,APR,498
FO & LSHS,2019-20,2019,5,MAY,516
FO & LSHS,2019-20,2019,6,JUN,478
FO & LSHS,2019-20,2019,7,JUL,571
FO & LSHS,2019-20,2019,8,AUG,481
FO & LSHS,2019-20,2019,9,SEP,531
FO & LSHS,2019-20,2019,10,OCT,473
FO & LSHS,2019-20,2019,11,NOV,461
FO & LSHS,2019-20,2019,12,DEC,628
FO & LSHS,2019-20,2020,1,JAN,605
FO & LSHS,2019-20,2020,2,FEB,587
FO & LSHS,2019-20,2020,3,MAR,472
Bitumen,2019-20,2019,4,APR,691
Bitumen,2019-20,2019,5,MAY,726
Bitumen,2019-20,2019,6,JUN,548
Bitumen,2019-20,2019,7,JUL,407
Bitumen,2019-20,2019,8,AUG,231
Bitumen,2019-20,2019,9,SEP,321
Bitumen,2019-20,2019,10,OCT,446
Bitumen,2019-20,2019,11,NOV,585
Bitumen,2019-20,2019,12,DEC,630
Bitumen,2019-20,2020,1,JAN,700
Bitumen,2019-20,2020,2,FEB,814
Bitumen,2019-20,2020,3,MAR,623
Petroleum coke,2019-20,2019,4,APR,2254
Petroleum coke,2019-20,2019,5,MAY,2299
Petroleum coke,2019-20,2019,6,JUN,1548
Petroleum coke,2019-20,2019,7,JUL,1688
Petroleum coke,2019-20,2019,8,AUG,1778
Petroleum coke,2019-20,2019,9,SEP,1756
Petroleum coke,2019-20,2019,10,OCT,1665
Petroleum coke,2019-20,2019,11,NOV,1673
Petroleum coke,2019-20,2019,12,DEC,2002
Petroleum coke,2019-20,2020,1,JAN,1864
Petroleum coke,2019-20,2020,2,FEB,1591
Petroleum coke,2019-20,2020,3,MAR,1592
Others,2019-20,2019,4,APR,1039
Others,2019-20,2019,5,MAY,949
Others,2019-20,2019,6,JUN,975
Others,2019-20,2019,7,JUL,1024
Others,2019-20,2019,8,AUG,908
Others,2019-20,2019,9,SEP,906
Others,2019-20,2019,10,OCT,992
Others,2019-20,2019,11,NOV,902
Others,2019-20,2019,12,DEC,965
Others,2019-20,2020,1,JAN,976
Others,2019-20,2020,2,FEB,866
Others,2019-20,2020,3,MAR,862
LPG,2020-21,2020,4,APR,2113
LPG,2020-21,2020,5,MAY,2296
LPG,2020-21,2020,6,JUN,2064
LPG,2020-21,2020,7,JUL,2258
LPG,2020-21,2020,8,AUG,2262
LPG,2020-21,2020,9,SEP,2261
LPG,2020-21,2020,10,OCT,2421
LPG,2020-21,2020,11,NOV,2352
LPG,2020-21,2020,12,DEC,2523
LPG,2020-21,2021,1,JAN,2490
LPG,2020-21,2021,2,FEB,2262
LPG,2020-21,2021,3,MAR,2256
Naphtha,2020-21,2020,4,APR,730
Naphtha,2020-21,2020,5,MAY,993
Naphtha,2020-21,2020,6,JUN,1218
Naphtha,2020-21,2020,7,JUL,1297
Naphtha,2020-21,2020,8,AUG,1075
Naphtha,2020-21,2020,9,SEP,1120
Naphtha,2020-21,2020,10,OCT,1346
Naphtha,2020-21,2020,11,NOV,1403
Naphtha,2020-21,2020,12,DEC,1212
Naphtha,2020-21,2021,1,JAN,1209
Naphtha,2020-21,2021,2,FEB,1217
Naphtha,2020-21,2021,3,MAR,1280
MS,2020-21,2020,4,APR,973
MS,2020-21,2020,5,MAY,1771
MS,2020-21,2020,6,JUN,2282
MS,2020-21,2020,7,JUL,2261
MS,2020-21,2020,8,AUG,2382
MS,2020-21,2020,9,SEP,2451
MS,2020-21,2020,10,OCT,2655
MS,2020-21,2020,11,NOV,2665
MS,2020-21,2020,12,DEC,2706
MS,2020-21,2021,1,JAN,2611
MS,2020-21,2021,2,FEB,2472
MS,2020-21,2021,3,MAR,2740
ATF,2020-21,2020,4,APR,55
ATF,2020-21,2020,5,MAY,110
ATF,2020-21,2020,6,JUN,222
ATF,2020-21,2020,7,JUL,233
ATF,2020-21,2020,8,AUG,256
ATF,2020-21,2020,9,SEP,313
ATF,2020-21,2020,10,OCT,360
ATF,2020-21,2020,11,NOV,376
ATF,2020-21,2020,12,DEC,427
ATF,2020-21,2021,1,JAN,441
ATF,2020-21,2021,2,FEB,432
ATF,2020-21,2021,3,MAR,474
SKO,2020-21,2020,4,APR,129
SKO,2020-21,2020,5,MAY,181
SKO,2020-21,2020,6,JUN,161
SKO,2020-21,2020,7,JUL,161
SKO,2020-21,2020,8,AUG,132
SKO,2020-21,2020,9,SEP,167
SKO,2020-21,2020,10,OCT,139
SKO,2020-21,2020,11,NOV,155
SKO,2020-21,2020,12,DEC,135
SKO,2020-21,2021,1,JAN,146
SKO,2020-21,2021,2,FEB,137
SKO,2020-21,2021,3,MAR,155
HSD,2020-21,2020,4,APR,3252
HSD,2020-21,2020,5,MAY,5494
HSD,2020-21,2020,6,JUN,6299
HSD,2020-21,2020,7,JUL,5506
HSD,2020-21,2020,8,AUG,4843
HSD,2020-21,2020,9,SEP,5487
HSD,2020-21,2020,10,OCT,7001
HSD,2020-21,2020,11,NOV,7039
HSD,2020-21,2020,12,DEC,7192
HSD,2020-21,2021,1,JAN,6806
HSD,2020-21,2021,2,FEB,6569
HSD,2020-21,2021,3,MAR,7225
LDO,2020-21,2020,4,APR,28
LDO,2020-21,2020,5,MAY,71
LDO,2020-21,2020,6,JUN,63
LDO,2020-21,2020,7,JUL,62
LDO,2020-21,2020,8,AUG,62
LDO,2020-21,2020,9,SEP,65
LDO,2020-21,2020,10,OCT,69
LDO,2020-21,2020,11,NOV,69
LDO,2020-21,2020,12,DEC,88
LDO,2020-21,2021,1,JAN,87
LDO,2020-21,2021,2,FEB,80
LDO,2020-21,2021,3,MAR,112
Lubricants & Greases,2020-21,2020,4,APR,168
Lubricants & Greases,2020-21,2020,5,MAY,148
Lubricants & Greases,2020-21,2020,6,JUN,244
Lubricants & Greases,2020-21,2020,7,JUL,346
Lubricants & Greases,2020-21,2020,8,AUG,366
Lubricants & Greases,2020-21,2020,9,SEP,396
Lubricants & Greases,2020-21,2020,10,OCT,391
Lubricants & Greases,2020-21,2020,11,NOV,421
Lubricants & Greases,2020-21,2020,12,DEC,439
Lubricants & Greases,2020-21,2021,1,JAN,392
Lubricants & Greases,2020-21,2021,2,FEB,388
Lubricants & Greases,2020-21,2021,3,MAR,398
FO & LSHS,2020-21,2020,4,APR,283
FO & LSHS,2020-21,2020,5,MAY,469
FO & LSHS,2020-21,2020,6,JUN,466
FO & LSHS,2020-21,2020,7,JUL,469
FO & LSHS,2020-21,2020,8,AUG,458
FO & LSHS,2020-21,2020,9,SEP,452
FO & LSHS,2020-21,2020,10,OCT,480
FO & LSHS,2020-21,2020,11,NOV,483
FO & LSHS,2020-21,2020,12,DEC,529
FO & LSHS,2020-21,2021,1,JAN,516
FO & LSHS,2020-21,2021,2,FEB,476
FO & LSHS,2020-21,2021,3,MAR,507
Bitumen,2020-21,2020,4,APR,187
Bitumen,2020-21,2020,5,MAY,590
Bitumen,2020-21,2020,6,JUN,751
Bitumen,2020-21,2020,7,JUL,414
Bitumen,2020-21,2020,8,AUG,270
Bitumen,2020-21,2020,9,SEP,415
Bitumen,2020-21,2020,10,OCT,640
Bitumen,2020-21,2020,11,NOV,717
Bitumen,2020-21,2020,12,DEC,856
Bitumen,2020-21,2021,1,JAN,821
Bitumen,2020-21,2021,2,FEB,853
Bitumen,2020-21,2021,3,MAR,1012
Petroleum coke,2020-21,2020,4,APR,775
Petroleum coke,2020-21,2020,5,MAY,2500
Petroleum coke,2020-21,2020,6,JUN,1409
Petroleum coke,2020-21,2020,7,JUL,1648
Petroleum coke,2020-21,2020,8,AUG,1408
Petroleum coke,2020-21,2020,9,SEP,1108
Petroleum coke,2020-21,2020,10,OCT,1287
Petroleum coke,2020-21,2020,11,NOV,1145
Petroleum coke,2020-21,2020,12,DEC,1244
Petroleum coke,2020-21,2021,1,JAN,1004
Petroleum coke,2020-21,2021,2,FEB,794
Petroleum coke,2020-21,2021,3,MAR,1283
Others,2020-21,2020,4,APR,680
Others,2020-21,2020,5,MAY,769
Others,2020-21,2020,6,JUN,880
Others,2020-21,2020,7,JUL,932
Others,2020-21,2020,8,AUG,876
Others,2020-21,2020,9,SEP,894
Others,2020-21,2020,10,OCT,937
Others,2020-21,2020,11,NOV,2516
Others,2020-21,2020,12,DEC,1009
Others,2020-21,2021,1,JAN,1119
Others,2020-21,2021,2,FEB,993
Others,2020-21,2021,3,MAR,1186
LPG,2021-22,2021,4,APR,2102
LPG,2021-22,2021,5,MAY,2156
LPG,2021-22,2021,6,JUN,2251
LPG,2021-22,2021,7,JUL,2357
LPG,2021-22,2021,8,AUG,2317
LPG,2021-22,2021,9,SEP,2356
LPG,2021-22,2021,10,OCT,2481
LPG,2021-22,2021,11,NOV,2336
LPG,2021-22,2021,12,DEC,2469
LPG,2021-22,2022,1,JAN,2562
LPG,2021-22,2022,2,FEB,2393
LPG,2021-22,2022,3,MAR,2472
Naphtha,2021-22,2021,4,APR,1164
Naphtha,2021-22,2021,5,MAY,1171
Naphtha,2021-22,2021,6,JUN,1088
Naphtha,2021-22,2021,7,JUL,1116
Naphtha,2021-22,2021,8,AUG,920
Naphtha,2021-22,2021,9,SEP,1016
Naphtha,2021-22,2021,10,OCT,1180
Naphtha,2021-22,2021,11,NOV,1066
Naphtha,2021-22,2021,12,DEC,1099
